,customer_id,show_id,customer_name,age,gender,country,subscription_type,watch_time_minutes,rating
13737,c18737,s10900,Connie Sawyer,21,Female,France,Basic,4204,5
13738,c18738,s2117,Chad Kirk,21,Other,France,Standard,202,2
13739,c18739,s13564,Robert Medina,46,Other,UK,Premium,1772,4
13740,c18740,s7544,Nathan Avila,35,Other,France,Standard,2293,5
13741,c18741,s8481,Courtney Flores,25,Male,Australia,Basic,564,2
13742,c18742,s10740,James Smith,49,Other,Australia,Standard,103,3
13744,c18744,s19991,Whitney May,30,Female,Brazil,Standard,3479,1
13747,c18747,s14644,Jeffrey Davis,54,Female,France,Basic,1624,5
13748,c18748,s3148,Bryan Lopez,40,Female,South Korea,Basic,1245,1
13750,c18750,s10139,David Mills,43,Male,South Korea,Standard,4298,5
13751,c18751,s10622,Allison Gallagher,37,Other,Brazil,Basic,3725,5
13752,c18752,s3625,Keith Hendricks,68,Female,India,Premium,4301,4
13753,c18753,s8789,Cassandra Valdez,60,Male,Canada,Basic,141,2
13755,c18755,s11419,Pamela Francis,62,Male,Canada,Basic,4949,5
13756,c18756,s1393,Charles Kaiser,44,Other,USA,Basic,3502,4
13757,c18757,s12845,Krista Davis,30,Female,Japan,Standard,4048,4
13758,c18758,s10516,Cesar Robinson,70,Female,South Korea,Basic,2369,2
13759,c18759,s5296,Nicholas White,41,Male,India,Premium,2692,1
13760,c18760,s9102,Michael Moore,62,Female,Canada,Premium,3319,4
13762,c18762,s20488,Jasmine Miller,65,Male,Canada,Premium,1521,1
13763,c18763,s8910,Christopher Miller,63,Other,Brazil,Premium,4442,2
13765,c18765,s16958,Kevin Hart,73,Male,South Korea,Premium,3913,1
13766,c18766,s3556,Alice Nelson,46,Female,Brazil,Basic,2762,2
13767,c18767,s9032,Richard Gonzalez,32,Female,South Korea,Standard,3849,5
13769,c18769,s12442,Darren King,31,Female,Japan,Standard,2283,5
13770,c18770,s9235,Evelyn Gonzales,49,Male,Brazil,Standard,1215,2
13771,c18771,s7204,Elizabeth Collins,44,Female,Canada,Premium,3076,2
13772,c18772,s14370,Kristen Vaughn,57,Male,Canada,Standard,4554,2
13773,c18773,s15661,Angela Martinez,77,Other,USA,Basic,3360,1
13774,c18774,s16891,Micheal Smith,43,Other,UK,Standard,470,1
13775,c18775,s10562,Darrell Perez,13,Female,Canada,Premium,955,1
13776,c18776,s4377,Dr. Shawn Conley DDS,17,Other,UK,Basic,2718,5
13778,c18778,s19710,Derek Brown,24,Female,Japan,Standard,3585,5
13779,c18779,s17465,Mario Anderson,57,Other,Canada,Basic,4102,3
13780,c18780,s19262,Norma Peterson,54,Female,Australia,Basic,3269,4
13781,c18781,s13091,Jason Flores,31,Other,Brazil,Basic,1641,5
13782,c18782,s16644,William Lee,45,Female,India,Basic,4611,2
13783,c18783,s13035,Patricia Davis,52,Male,India,Standard,191,5
13784,c18784,s7362,Richard Morris,22,Male,UK,Standard,3379,5
13787,c18787,s11754,Jonathan Fritz,36,Male,USA,Standard,1429,5
13788,c18788,s19609,Linda Burch,49,Male,India,Standard,3081,1
13789,c18789,s5106,Matthew Morris,42,Other,Brazil,Standard,2592,5
13790,c18790,s19167,Anthony Jones,51,Female,USA,Basic,3500,4
13792,c18792,s12254,Alexander Baker,22,Male,Japan,Basic,1901,4
13793,c18793,s16697,Andrew Clayton,52,Other,Australia,Standard,749,5
13794,c18794,s18016,Brandon Boyd,44,Female,Australia,Basic,2916,3
13795,c18795,s12981,Alec Robles,56,Female,India,Premium,3774,5
13796,c18796,s16407,Charles Barr,79,Female,Canada,Standard,2325,3
13799,c18799,s3617,Lauren Benton,51,Female,Australia,Premium,927,2
13802,c18802,s15606,Michael Lara,20,Male,South Korea,Standard,1089,5
13805,c18805,s16850,Jared Johnson,37,Other,Japan,Premium,3294,3
13806,c18806,s15523,Alexis Sanchez,46,Male,Japan,Standard,4666,3
13808,c18808,s20061,Richard Freeman,37,Male,Brazil,Standard,4450,5
13810,c18810,s18195,Emily Mccall,50,Other,Australia,Premium,849,2
13812,c18812,s16903,Eric Chavez DVM,14,Male,Canada,Standard,3810,5
13813,c18813,s7617,John Clark,29,Male,USA,Premium,2254,2
13815,c18815,s20080,William Gray,37,Other,Brazil,Basic,1627,3
13818,c18818,s3639,Erin Williams,21,Female,Brazil,Basic,4188,3
13819,c18819,s19622,Riley Hawkins,75,Male,USA,Premium,2589,4
13820,c18820,s14525,Melissa Mercer,69,Other,France,Standard,1965,3
13821,c18821,s18101,Shawn Lynch,41,Male,UK,Standard,4525,5
13823,c18823,s12543,Andrew Johnson,58,Female,Japan,Basic,607,3
13827,c18827,s19320,Brendan Valdez,40,Female,Brazil,Premium,734,2
13828,c18828,s4487,Brian Ray,53,Other,France,Premium,2419,3
13829,c18829,s16830,Jeffrey Gonzales,43,Other,France,Premium,1850,5
13830,c18830,s13572,Kelly Dillon,20,Female,South Korea,Standard,2177,4
13831,c18831,s10610,Mark Ali,21,Male,UK,Basic,694,2
13833,c18833,s14539,Melissa Simmons,35,Other,Australia,Premium,2391,3
13834,c18834,s9385,Carl Lucas,57,Other,Australia,Standard,4356,3
13836,c18836,s12438,Stacy Rodriguez,14,Female,Canada,Premium,4303,4
13837,c18837,s15555,Dylan Moran,26,Female,Germany,Standard,2217,5
13839,c18839,s14466,Catherine White,18,Female,Canada,Basic,4431,2
13841,c18841,s1179,Pamela Hayes,60,Male,Brazil,Standard,4511,2
13842,c18842,s16506,Jennifer Thomas,79,Male,South Korea,Basic,2200,3
13843,c18843,s13046,Christopher Burns,30,Other,France,Premium,2580,4
13844,c18844,s8098,Jacqueline Wheeler,71,Female,UK,Basic,228,5
13845,c18845,s12287,Allison Pace,19,Male,UK,Standard,847,2
13846,c18846,s15663,David Webb,51,Female,USA,Standard,391,2
13847,c18847,s14295,Craig Cruz,23,Other,Australia,Standard,2902,2
13848,c18848,s20320,Hunter Price,25,Male,France,Premium,4581,4
13850,c18850,s2998,Amanda Camacho,59,Female,Brazil,Premium,2176,4
13851,c18851,s14464,Jared Sanders,55,Other,France,Standard,1460,3
13852,c18852,s2403,Jerry Rubio,65,Male,Canada,Premium,239,3
13854,c18854,s20331,Ian Fernandez,50,Female,India,Standard,125,1
13857,c18857,s13485,Cathy Nguyen,68,Male,India,Standard,1885,2
13858,c18858,s1260,Michael Bell,34,Other,Japan,Standard,1095,2
13859,c18859,s20913,Terri Walker,19,Female,UK,Standard,3550,4
13860,c18860,s9198,Michelle Waters,65,Female,UK,Standard,4301,1
13861,c18861,s2975,Shane Johnson,58,Other,Canada,Basic,3160,2
13862,c18862,s18978,Richard Huang,76,Other,Canada,Basic,1742,2
13863,c18863,s9623,Michael Knapp,38,Female,France,Premium,670,3
13864,c18864,s11324,James Allen,51,Male,UK,Standard,3741,3
13865,c18865,s8561,Mark Morris,71,Male,Japan,Standard,444,2
13867,c18867,s6035,Christopher Crawford,73,Male,Japan,Basic,297,4
13868,c18868,s19816,Pamela Harris,17,Other,Australia,Standard,2405,2
13869,c18869,s4647,Christopher Morales,50,Male,South Korea,Premium,2173,5
13871,c18871,s15884,Gary Bradley,16,Female,Australia,Standard,925,5
13872,c18872,s2073,Bryan Goodwin,26,Other,India,Premium,3422,4
13873,c18873,s16672,Jerry Romero,54,Other,South Korea,Premium,3677,1
13874,c18874,s1091,Jaclyn Thomas,73,Male,Germany,Standard,1252,4
13875,c18875,s18900,Kimberly Kim,80,Other,Germany,Standard,127,2
13876,c18876,s6487,Meghan Spencer,74,Female,UK,Premium,4095,4
13879,c18879,s16083,Alexandra Walton,68,Male,Germany,Basic,3862,4
13880,c18880,s15568,Marvin Francis,16,Other,Canada,Premium,2438,1
13881,c18881,s4423,Dustin Howell,55,Female,Japan,Standard,1833,5
13882,c18882,s9716,Lisa Gomez DDS,79,Male,Canada,Premium,2911,1
13885,c18885,s14215,Stephen Moore,38,Female,Australia,Basic,4253,2
13887,c18887,s19243,Christopher Pugh,22,Other,Japan,Basic,679,2
13888,c18888,s14122,Tara Munoz,61,Female,UK,Basic,2414,2
13889,c18889,s4357,Teresa Martinez,63,Other,Germany,Basic,1772,1
13890,c18890,s15859,Nathan Palmer,57,Other,Canada,Standard,4448,2
13892,c18892,s13692,Stacey Gilbert,34,Other,Germany,Standard,1991,5
13894,c18894,s18669,Kenneth Navarro,14,Male,Japan,Basic,4408,3
13895,c18895,s5889,Sandra Valentine,63,Female,Australia,Premium,347,2
13897,c18897,s3013,Sarah Tucker,23,Female,Japan,Premium,4379,5
13898,c18898,s17016,Susan Wyatt,19,Male,Germany,Premium,1102,1
13899,c18899,s19339,Misty Pearson,65,Male,India,Premium,3192,2
13901,c18901,s20006,Kristen Davis,78,Female,USA,Standard,1990,4
13903,c18903,s7071,Brianna Flores,76,Other,Australia,Basic,1596,2
13904,c18904,s5146,Leah Henson,17,Male,Australia,Standard,2998,5
13905,c18905,s1932,Raymond Marshall,31,Female,Australia,Basic,4762,4
13906,c18906,s2398,Joshua Dawson,17,Other,Germany,Basic,4933,1
13907,c18907,s18605,Tony Hanson,80,Female,Australia,Basic,3506,5
13908,c18908,s3217,Priscilla English,49,Other,Japan,Standard,4417,1
13909,c18909,s13678,Antonio Harper,33,Male,India,Basic,3773,3
13910,c18910,s14781,Barbara Stone,56,Other,USA,Standard,3817,3
13911,c18911,s9991,John Delgado,54,Male,Australia,Basic,703,1
13912,c18912,s9019,Robert Williams,52,Male,Japan,Premium,1471,3
13914,c18914,s16441,Vanessa Carlson,74,Male,UK,Standard,4218,1
13916,c18916,s19584,Gerald Leonard,36,Other,Canada,Premium,2639,4
13917,c18917,s4842,Christina Carr,56,Female,Australia,Basic,75,2
13919,c18919,s2095,Jennifer Crawford,71,Other,Germany,Premium,4599,5
13920,c18920,s7565,Brian Owens,40,Male,UK,Basic,1804,2
13921,c18921,s8601,John Smith,15,Female,USA,Standard,2277,4
13922,c18922,s12934,Mr. David Rosales,52,Other,UK,Premium,2039,4
13923,c18923,s2448,Patrick Watts,57,Female,France,Standard,4972,2
13924,c18924,s10000,Craig Brown,34,Male,France,Premium,4424,1
13925,c18925,s1391,Dr. Mark Lynch,60,Female,Canada,Basic,4740,4
13926,c18926,s18236,Maria Sharp,75,Female,India,Premium,1115,2
13930,c18930,s10793,Steven Chapman,66,Female,Australia,Standard,1875,4
13931,c18931,s6084,Stephanie Bernard,17,Other,Australia,Premium,2497,4
13932,c18932,s5966,Darlene Conrad,73,Male,UK,Premium,3307,2
13933,c18933,s19933,Gina Hughes,74,Male,South Korea,Basic,3237,2
13934,c18934,s10646,Hailey Jackson,32,Other,France,Standard,559,1
13935,c18935,s17550,Anthony Osborn,40,Female,UK,Standard,4651,4
13936,c18936,s4884,Kevin Tate,43,Male,USA,Standard,1496,4
13938,c18938,s14097,James Hudson,51,Other,India,Standard,1906,3
13940,c18940,s1390,Charles Heath,16,Female,Brazil,Basic,2144,4
13941,c18941,s18639,Robert Kramer,69,Female,UK,Premium,3998,3
13943,c18943,s1733,Anthony Harris,29,Female,Japan,Premium,650,5
13944,c18944,s1082,Nicholas Hayes,59,Other,Canada,Premium,3966,4
13945,c18945,s17296,Paul Martinez,27,Other,UK,Standard,1313,1
13946,c18946,s8952,Adam Hines,15,Other,Japan,Standard,2810,4
13947,c18947,s18533,Robert Waters,49,Other,Japan,Premium,2963,2
13948,c18948,s9403,Elizabeth Jones,20,Female,South Korea,Basic,813,1
13950,c18950,s17090,Michael White,38,Female,Germany,Premium,1878,3
13951,c18951,s20148,Ann Ferguson,71,Female,USA,Premium,933,5
13952,c18952,s19704,Christopher Hoffman,59,Other,UK,Premium,3187,2
13953,c18953,s18804,Kimberly Williamson,30,Male,Brazil,Premium,1475,2
13954,c18954,s4774,Colleen Erickson,76,Female,Australia,Premium,1245,1
13956,c18956,s15356,Michelle Thompson,76,Female,Japan,Standard,1189,3
13957,c18957,s1441,Kaitlin Adams,35,Other,USA,Basic,3467,5
13958,c18958,s14920,Mrs. Brianna Fowler,23,Other,Australia,Standard,83,2
13959,c18959,s18153,Timothy Mathis,35,Female,Australia,Premium,3322,3
13960,c18960,s14561,Thomas Simmons,38,Other,Australia,Premium,1771,2
13961,c18961,s13322,Kevin Espinoza,55,Other,India,Standard,1601,3
13963,c18963,s17442,Amy Grant,43,Other,Japan,Basic,2958,1
13964,c18964,s7634,Julia Curry,46,Male,Brazil,Standard,3459,4
13965,c18965,s4968,Timothy Hardin,23,Male,USA,Premium,1135,1
13968,c18968,s13791,Jennifer Walsh,28,Female,USA,Basic,595,5
13970,c18970,s20109,Tamara Olsen,68,Male,USA,Basic,2581,2
13974,c18974,s9169,Brittany Wells,29,Other,France,Standard,481,5
13976,c18976,s15805,Edward Zamora,31,Male,Australia,Standard,4644,4
13977,c18977,s9806,Amy Nolan,77,Other,India,Basic,3409,4
13978,c18978,s8935,Lisa Davis,37,Male,Brazil,Premium,2258,3
13979,c18979,s6550,Vincent Bryant,23,Male,Australia,Premium,398,3
13981,c18981,s11972,Elizabeth Gates,66,Other,UK,Premium,1797,3
13983,c18983,s12467,Lori Simpson,59,Other,USA,Premium,1817,5
13984,c18984,s19375,Bryan Snyder,42,Female,Japan,Standard,1861,4
13985,c18985,s17619,Katherine Wilson,48,Other,France,Premium,3868,4
13986,c18986,s18199,Christopher Compton,18,Female,Australia,Basic,3511,5
13988,c18988,s18071,Barbara Rodriguez,59,Male,Germany,Basic,4219,3
13989,c18989,s1643,Matthew Cruz,71,Male,Brazil,Standard,2449,5
13990,c18990,s18648,Erin Meadows,76,Other,Canada,Basic,2932,3
13991,c18991,s6183,John Winters,80,Other,India,Basic,3933,5
13992,c18992,s12330,Ashley Dillon,67,Other,France,Standard,4011,1
13993,c18993,s18604,Kevin Hernandez,34,Other,UK,Basic,4791,2
13994,c18994,s18305,Gabriel Benson,49,Male,South Korea,Premium,2344,3
13995,c18995,s16290,Lindsay Mcmahon,42,Male,USA,Basic,486,2
13996,c18996,s14258,David Griffin,49,Male,USA,Premium,83,2
13997,c18997,s18706,Debbie Vang,18,Male,UK,Basic,709,1
13998,c18998,s5130,Kimberly Tanner,43,Male,France,Basic,3740,1
13999,c18999,s11067,Andrew Reid,47,Male,Brazil,Premium,2389,2
14000,c19000,s6903,Vincent Gonzales,29,Female,India,Basic,2480,5
14001,c19001,s2825,Sarah Haas,15,Male,Canada,Standard,2631,3
14002,c19002,s16358,Dana Whitaker,20,Female,South Korea,Standard,2761,1
14003,c19003,s12247,Keith Smith,16,Other,USA,Standard,1698,5
14004,c19004,s19310,Patricia King,78,Female,South Korea,Premium,1644,2
14007,c19007,s13958,Lori Contreras,35,Female,Canada,Basic,4349,5
14008,c19008,s8765,Jessica Walker,67,Female,Canada,Basic,1225,4
14010,c19010,s13530,Francisco Osborne,28,Female,UK,Basic,3729,1
14011,c19011,s1625,Marcus Murphy,52,Male,Brazil,Standard,2487,5
14012,c19012,s20866,Donna Burns,32,Other,UK,Standard,2046,1
14013,c19013,s7523,Luis Fitzpatrick,54,Other,UK,Basic,2869,5
14014,c19014,s8155,Kerri Rogers PhD,21,Female,UK,Standard,3058,5
14015,c19015,s3329,Samantha Jones,66,Female,Australia,Standard,2075,5
14017,c19017,s2101,Johnny Monroe,65,Female,UK,Basic,3021,2
14020,c19020,s20037,Brian Walker,29,Female,Japan,Basic,3827,5
14021,c19021,s10837,Brett Stafford,31,Other,UK,Premium,2670,1
14022,c19022,s16644,Mrs. Rachel Roberts,75,Male,Germany,Standard,3310,1
14023,c19023,s3768,Richard Wall,16,Male,Australia,Standard,2851,4
14025,c19025,s17574,Crystal Knight,63,Other,South Korea,Standard,3361,3
14026,c19026,s6090,Jason Cohen,61,Other,Japan,Premium,4084,2
14027,c19027,s7216,Jordan Benitez,36,Male,India,Basic,771,4
14029,c19029,s6027,Christina Taylor,54,Male,Japan,Basic,641,5
14031,c19031,s3358,Michael Espinoza,17,Other,India,Premium,4158,1
14032,c19032,s8205,Brandy Young,54,Other,Germany,Basic,490,5
14033,c19033,s10657,Brianna Vasquez,49,Other,UK,Basic,4333,1
14034,c19034,s3936,Stephanie Paul,49,Other,France,Premium,685,1
14035,c19035,s2641,Christopher Hampton,14,Other,Japan,Standard,3972,2
14036,c19036,s11585,Nathan Watson,55,Other,Canada,Premium,933,1
14037,c19037,s5524,Derrick Williams,30,Other,France,Standard,1875,4
14038,c19038,s1949,Robert Daniel,76,Other,India,Basic,4137,5
14040,c19040,s4929,Daniel Anderson,38,Female,Brazil,Basic,4134,1
14041,c19041,s1022,Joshua Foley,39,Female,UK,Basic,3009,2
14042,c19042,s14738,Matthew Garcia,49,Male,Brazil,Premium,62,1
14043,c19043,s11439,Rachel West,46,Male,France,Standard,3818,5
14045,c19045,s3100,Dustin Gray,71,Male,Germany,Basic,3438,3
14046,c19046,s17582,Sarah Rojas,35,Female,UK,Standard,2003,5
14048,c19048,s12505,Yolanda Woods,17,Male,USA,Standard,3874,5
14049,c19049,s17825,Jacqueline Sanchez,32,Male,Japan,Premium,1653,2
14050,c19050,s14103,Benjamin Murillo,42,Male,USA,Premium,1000,2
14052,c19052,s20337,Mariah Hughes,62,Female,France,Premium,2710,1
14053,c19053,s4789,Tamara Cooper,58,Female,France,Basic,4154,2
14054,c19054,s5245,Charles Beck,41,Male,UK,Standard,2192,1
14056,c19056,s5111,Tami Powell MD,64,Male,South Korea,Standard,1128,1
14057,c19057,s17779,Tammy Willis,61,Female,Germany,Premium,1892,3
14058,c19058,s2322,Teresa Petersen,29,Female,India,Basic,2438,3
14059,c19059,s20093,Jeanette Rose,44,Other,Brazil,Basic,1154,4
14060,c19060,s11075,Henry Lopez,41,Female,Canada,Basic,372,4
14061,c19061,s12496,Scott Ibarra,43,Male,Brazil,Basic,4167,5
14063,c19063,s10162,Rachel Villanueva,63,Other,UK,Standard,4655,4
14067,c19067,s4753,Joshua Brown,34,Other,Canada,Basic,67,2
14068,c19068,s10822,Steven Smith,54,Other,Japan,Premium,3008,5
14071,c19071,s2666,Courtney Schmitt,23,Male,India,Basic,4369,3
14074,c19074,s2664,Tabitha Patterson,18,Male,Brazil,Premium,693,2
14075,c19075,s15334,Mrs. Haley Harmon,29,Male,USA,Standard,4982,3
14079,c19079,s17930,Lucas Torres,42,Male,Japan,Standard,3325,5
14080,c19080,s20860,Debra Daniels,62,Other,Brazil,Premium,4372,4
14081,c19081,s12499,Cheyenne Davis,30,Other,Australia,Standard,2251,1
14083,c19083,s8887,Theresa Barber,33,Other,Japan,Basic,1475,1
14086,c19086,s17971,Daniel James,20,Female,USA,Standard,3255,3
14088,c19088,s3955,Dana Hernandez,27,Other,Brazil,Standard,1300,2
14089,c19089,s18892,John Miller,14,Male,Canada,Standard,3005,3
14090,c19090,s17887,Julie Robles,72,Other,Germany,Basic,2602,1
14092,c19092,s15836,Susan Pope,75,Female,Canada,Basic,634,5
14093,c19093,s10213,Brian Campbell,79,Female,South Korea,Standard,3912,3
14094,c19094,s12805,Jennifer Gonzalez,63,Female,Australia,Basic,36,5
14095,c19095,s3288,Colleen Conrad,55,Male,Brazil,Standard,1898,3
14096,c19096,s13037,Zachary Stone,34,Male,France,Standard,2007,2
14097,c19097,s6545,Kelli Acevedo,37,Male,India,Standard,3364,4
14098,c19098,s14082,Gregory Gillespie,80,Male,Japan,Basic,4773,2
14099,c19099,s15470,William Alvarado,50,Male,Brazil,Premium,1289,1
14100,c19100,s5763,Angela Bell,43,Female,France,Standard,1461,1
14101,c19101,s2664,Shannon Gonzalez,74,Male,France,Premium,1594,3
14102,c19102,s18481,Richard Williams,16,Other,USA,Basic,113,2
14103,c19103,s10516,Wendy Riley,42,Male,Germany,Standard,3724,3
14104,c19104,s16052,Taylor Burnett,77,Male,Canada,Basic,4019,2
14105,c19105,s18610,Misty Sanchez,59,Female,South Korea,Premium,1944,3
14106,c19106,s12795,Penny Richards,25,Other,France,Basic,3939,2
14107,c19107,s4832,Scott Riley,54,Other,Australia,Premium,573,2
14108,c19108,s15435,Elizabeth Phillips,69,Female,South Korea,Basic,4728,3
14109,c19109,s6732,Heather Hester DVM,43,Male,Brazil,Standard,28,3
14110,c19110,s6034,Brooke Cross,42,Female,South Korea,Standard,3977,2
14111,c19111,s5559,David Jordan,39,Other,UK,Standard,1953,4
14112,c19112,s16485,Mitchell Matthews,49,Female,France,Basic,4393,5
14113,c19113,s14869,Karen Simmons,34,Male,Brazil,Premium,680,4
14114,c19114,s1798,Kristina Williams,30,Other,Brazil,Premium,4961,5
14115,c19115,s20549,Kenneth Vargas,13,Female,Canada,Premium,4554,5
14117,c19117,s5130,Janet Holland,77,Male,Japan,Premium,1786,1
14118,c19118,s6175,Courtney Dixon,28,Male,Brazil,Basic,246,5
14121,c19121,s4348,Daniel Cole,35,Other,Brazil,Premium,4228,1
14123,c19123,s5710,Sherry Hill,64,Male,UK,Standard,542,1
14126,c19126,s20875,Holly Ward,36,Male,Germany,Standard,259,4
14127,c19127,s14436,Angela Hall,23,Other,Brazil,Standard,4375,5
14128,c19128,s6419,Katie Acevedo,42,Female,France,Standard,286,4
14131,c19131,s10314,Dr. Nathan Adkins,72,Other,USA,Premium,1957,2
14132,c19132,s17584,Elizabeth Maldonado,62,Female,USA,Premium,1743,4
14133,c19133,s3886,Samantha Watts,35,Other,India,Basic,4837,2
14134,c19134,s9600,Sarah Herring,44,Female,Japan,Basic,1111,2
14135,c19135,s18605,Brandon Sharp,34,Other,Japan,Basic,3134,1
14136,c19136,s8784,Desiree Gonzalez,73,Female,UK,Premium,1588,1
14137,c19137,s9562,Rebekah Bennett,29,Female,Germany,Basic,654,3
14138,c19138,s4499,George Cobb,29,Male,Japan,Premium,396,4
14142,c19142,s4227,Jacqueline Martin,56,Male,UK,Basic,3226,2
14143,c19143,s10550,David Watkins,49,Male,India,Premium,803,3
14144,c19144,s6567,Kerry Watson,15,Other,UK,Standard,836,1
14146,c19146,s10291,Anthony Collins,75,Female,Canada,Basic,500,2
14152,c19152,s4146,Tamara Floyd,62,Female,UK,Basic,1946,1
14153,c19153,s17534,David Ford,73,Male,South Korea,Standard,309,4
14155,c19155,s17118,Emily Waller,61,Female,Germany,Premium,4147,1
14157,c19157,s4786,Julie Lutz,54,Other,Germany,Premium,3958,5
14158,c19158,s17393,Jacob Meza DDS,42,Other,France,Standard,3874,2
14159,c19159,s9052,Danielle Roberts,66,Other,Brazil,Standard,1043,1
14162,c19162,s10648,Veronica Collins,71,Male,Japan,Basic,3458,2
14163,c19163,s18339,Kristi Russell,48,Male,France,Premium,353,1
14164,c19164,s10296,Ethan Combs,28,Female,South Korea,Basic,291,1
14165,c19165,s12847,Jasmine Lane,31,Male,Australia,Standard,383,1
14166,c19166,s5466,Theodore Chapman,24,Male,Japan,Basic,591,2
14167,c19167,s20917,Bethany Hubbard,29,Other,South Korea,Standard,1367,2
14168,c19168,s10258,Mike Beltran,23,Male,Japan,Basic,4847,5
14169,c19169,s16258,Diana Lee,29,Male,USA,Basic,102,5
14170,c19170,s16949,James Jones,28,Male,France,Standard,1424,3
14173,c19173,s19524,Penny Marsh,80,Other,UK,Premium,4095,3
14174,c19174,s1001,Rebecca Knox DVM,60,Female,South Korea,Premium,261,2
14177,c19177,s7572,Dr. Paul Vega III,24,Male,UK,Premium,486,4
14178,c19178,s9766,Heather Hunter,76,Other,India,Basic,290,2
14180,c19180,s8533,Natasha Ramos,19,Other,Australia,Basic,960,4
14182,c19182,s19578,John Schwartz,15,Male,Brazil,Premium,1413,3
14183,c19183,s15372,Charlene Brown,36,Male,USA,Basic,4183,1
14185,c19185,s10785,Jessica Palmer,36,Female,Australia,Standard,3652,5
14186,c19186,s11313,Susan Owens,68,Male,Germany,Premium,707,1
14187,c19187,s8140,Aaron Gentry,69,Other,India,Premium,4572,1
14188,c19188,s10071,Victor Brown,22,Female,India,Standard,2119,1
14189,c19189,s18471,Emily Gray,52,Female,USA,Standard,3726,1
14190,c19190,s19872,Lori Johnson PhD,65,Female,Brazil,Premium,4285,5
14192,c19192,s18086,Erica Krueger,74,Other,Australia,Standard,690,2
14193,c19193,s7204,Amanda Jones,51,Other,India,Standard,4052,1
14194,c19194,s14672,Joshua Boyd,79,Male,Germany,Standard,353,3
14196,c19196,s4984,Vanessa Bennett,41,Other,Canada,Premium,4020,3
14199,c19199,s19248,Peter Smith,39,Female,Germany,Standard,2730,2
14201,c19201,s13160,Barbara Benitez,58,Male,Germany,Standard,2739,3
14202,c19202,s17047,David Griffith,22,Other,France,Basic,2257,4
14204,c19204,s17287,Philip Morrison,73,Other,Germany,Premium,1269,2
14206,c19206,s16754,Whitney Dixon,66,Male,Germany,Standard,1690,5
14207,c19207,s7037,Alyssa Jones,40,Male,Japan,Basic,3273,2
14209,c19209,s18273,Lauren Villarreal,40,Male,India,Premium,1471,2
14210,c19210,s17458,Stacey Rodriguez,52,Female,India,Standard,4339,5
14212,c19212,s14432,Erin Vaughn,73,Male,USA,Basic,4477,5
14214,c19214,s17091,Adrian Francis,64,Male,Brazil,Basic,2482,2
14216,c19216,s20945,Jay Gill,46,Male,South Korea,Premium,4286,5
14218,c19218,s20247,Daniel Cohen,51,Other,India,Standard,3235,3
14219,c19219,s11750,Anthony Hernandez,61,Male,South Korea,Standard,4987,1
14220,c19220,s14194,Sandra Coleman,21,Female,South Korea,Basic,4266,3
14221,c19221,s10502,Kevin Peterson,68,Other,Australia,Standard,1494,3
14222,c19222,s13659,Todd Miller,26,Other,UK,Premium,335,5
14226,c19226,s12664,Matthew Allison,48,Female,India,Standard,562,3
14228,c19228,s16988,Regina Beasley,22,Female,France,Basic,1713,3
14229,c19229,s9916,Lisa Clark,59,Male,Brazil,Basic,3132,1
14230,c19230,s20686,Megan Williams,19,Female,USA,Standard,1602,4
14232,c19232,s13781,Melissa Woods,41,Female,Germany,Basic,1821,4
14233,c19233,s15794,William Oliver,18,Other,Japan,Standard,4807,2
14234,c19234,s13704,Shelly Serrano,59,Male,India,Basic,2482,5
14235,c19235,s2129,Christina James,48,Male,Australia,Standard,1879,1
14237,c19237,s12393,Haley Young,14,Female,India,Premium,3066,3
14238,c19238,s8319,Cynthia Keller,77,Female,Australia,Premium,3045,5
14239,c19239,s9227,Jerry Moore,33,Male,France,Basic,850,3
14240,c19240,s11829,Sharon Kaiser,24,Other,France,Premium,4357,5
14242,c19242,s9940,Christopher Delgado,32,Male,France,Standard,3883,2
14243,c19243,s5516,Shawn Carpenter,26,Other,France,Standard,540,3
14244,c19244,s10490,Tiffany Olson,72,Female,India,Standard,2619,1
14245,c19245,s6488,Jose Smith,55,Male,India,Standard,1725,5
14248,c19248,s3255,Gregory Garza,61,Male,India,Basic,4572,5
14249,c19249,s17829,Audrey Schroeder,44,Female,South Korea,Standard,3182,5
14250,c19250,s1779,Jennifer Williams,74,Other,Japan,Standard,4546,2
14251,c19251,s9355,Carrie Brown,46,Male,India,Premium,3325,5
14252,c19252,s18411,Justin Chapman,74,Other,Brazil,Basic,552,3
14253,c19253,s8999,Sara Hill,28,Male,Germany,Basic,1304,2
14254,c19254,s1398,Edward Woodward,58,Other,Canada,Premium,815,5
14256,c19256,s15340,Jennifer Hunt,31,Male,Brazil,Standard,1218,5
14257,c19257,s19303,Dr. Robert Smith,38,Other,Germany,Standard,1421,2
14259,c19259,s18255,Heather Trujillo,40,Female,India,Standard,4095,1
14260,c19260,s20479,John Ramos,70,Male,Germany,Basic,2735,5
14263,c19263,s7434,David Wade,18,Other,France,Standard,1877,5
14265,c19265,s15754,Logan Adams,61,Other,Germany,Standard,2883,4
14266,c19266,s14997,Kenneth Ramirez,17,Male,UK,Basic,2054,4
14267,c19267,s18856,Brittany Reed,13,Other,Australia,Premium,665,5
14268,c19268,s9107,Diane Gardner,70,Male,Australia,Standard,803,4
14270,c19270,s6353,Peter Reyes,50,Male,South Korea,Basic,64,3
